cost_bps,net_return_diagnostic,sharpe_diagnostic,max_drawdown,turnover,total_cost,asset,model,seed,fold_id
15,-0.1563421085471055,-1.4645635358137168,-0.8507466373362165,9.0,0.013500000000000002,SPY,CatBoost,42,long_window_01
25,-0.15707071660870753,-1.4729819981288301,-0.8507466373362165,9.0,0.0225,SPY,CatBoost,42,long_window_01
0,0.030306273203554612,0.31358822615883364,-0.24549953084884701,121.0,0.0,SPY,random,11,long_window_02
8,0.02083611548041464,0.2342505189918622,-0.289017022888604,121.0,0.09680000000000002,SPY,random,11,long_window_02
15,0.012608885808973458,0.1650216050408955,-0.325083771135521,121.0,0.1815,SPY,random,11,long_window_02
25,0.0009508790534864531,0.06661178768872757,-0.37353689604741924,121.0,0.3025,SPY,random,11,long_window_02
0,0.07773354122771292,0.711213304376664,-0.6409813899421073,1.0,0.0,SPY,historical_mean,11,long_window_02
8,0.0776528894041888,0.7105971502063585,-0.6409813899421073,1.0,0.0008,SPY,historical_mean,11,long_window_02
15,0.07758227198968659,0.7100552652203403,-0.6409813899421072,1.0,0.0015,SPY,historical_mean,11,long_window_02
25,0.07748131364314381,0.7092767014655204,-0.6409813899421073,1.0,0.0025,SPY,historical_mean,11,long_window_02
0,-0.015065451510979488,-0.07054083507963833,-0.2836336222106095,141.0,0.0,SPY,random_walk,11,long_window_02
8,-0.02562060611819883,-0.1620009253681165,-0.32606944694810835,141.0,0.11280000000000005,SPY,random_walk,11,long_window_02
15,-0.034777215216532764,-0.24185264000264553,-0.365196692541495,141.0,0.2115,SPY,random_walk,11,long_window_02
25,-0.047730944295635735,-0.3554363086726648,-0.42946644436138437,141.0,0.3525,SPY,random_walk,11,long_window_02
0,0.07773354122771292,0.711213304376664,-0.6409813899421073,1.0,0.0,SPY,buy_hold,11,long_window_02
8,0.0776528894041888,0.7105971502063585,-0.6409813899421073,1.0,0.0008,SPY,buy_hold,11,long_window_02
15,0.07758227198968659,0.7100552652203403,-0.6409813899421072,1.0,0.0015,SPY,buy_hold,11,long_window_02
25,0.07748131364314381,0.7092767014655204,-0.6409813899421073,1.0,0.0025,SPY,buy_hold,11,long_window_02
0,-0.022478371309510137,-0.13454139632229067,-0.824168998101043,17.0,0.0,SPY,momentum,11,long_window_02
8,-0.023756869700109595,-0.14547501298674417,-0.8258720931148253,17.0,0.013600000000000001,SPY,momentum,11,long_window_02
15,-0.024875833784269497,-0.15501127675216986,-0.8273510042248723,17.0,0.025500000000000002,SPY,momentum,11,long_window_02
25,-0.026474804995264,-0.16857895585024654,-0.829445567330695,17.0,0.0425,SPY,momentum,11,long_window_02
0,0.07773354122771292,0.711213304376664,-0.6409813899421073,1.0,0.0,SPY,moving_average,11,long_window_02
8,0.0776528894041888,0.7105971502063585,-0.6409813899421073,1.0,0.0008,SPY,moving_average,11,long_window_02
15,0.07758227198968659,0.7100552652203403,-0.6409813899421072,1.0,0.0015,SPY,moving_average,11,long_window_02
