cost_scenario,gross_return,net_return,sharpe,sortino,calmar,max_drawdown,turnover,total_cost,run_id,asset,asset_class,model,retraining_frequency,hyperparameter_variant,feature_ablation,break_even_cost_bps
stress_25bps,-0.08256603847554866,-0.08328338451503992,-0.3467498932042089,-0.9268426554446212,-0.17306604905695228,-0.48122312243710585,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,LightGBM,monthly_expanding,base,full,0.0
diagnostic_0bps,-0.29175385701275836,-0.29175385701275836,-1.1944037711036724,-2.043979668923488,-0.29500156078835216,-0.9889908929060757,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,LightGBM,quarterly_expanding,base,full,0.0
realistic,-0.29175385701275836,-0.2918035343383636,-1.194856456240124,-2.044487802425653,-0.29505179110489155,-0.9889908929060757,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,LightGBM,quarterly_expanding,base,full,0.0
stress_15bps,-0.29175385701275836,-0.2918470291707753,-1.1952517611168545,-2.0449324192400478,-0.2950957701068457,-0.9889908929060757,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,LightGBM,quarterly_expanding,base,full,0.0
stress_25bps,-0.29175385701275836,-0.2919092087036179,-1.1958151930355558,-2.0455675861177545,-0.2951586418009013,-0.9889908929060757,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,LightGBM,quarterly_expanding,base,full,0.0
diagnostic_0bps,-0.08256603847554866,-0.08256603847554866,-0.34364201395598526,-0.9258606509691661,-0.17157537663070174,-0.4812231224371054,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,LightGBM,monthly_rolling,base,full,0.0
realistic,-0.08256603847554866,-0.08279543662771482,-0.344639230412054,-0.9262269411951325,-0.17205207473906436,-0.48122312243710563,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,LightGBM,monthly_rolling,base,full,0.0
stress_15bps,-0.08256603847554866,-0.08299627773823315,-0.34550971656317864,-0.9265069787980919,-0.17246943022585223,-0.48122312243710574,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,LightGBM,monthly_rolling,base,full,0.0
stress_25bps,-0.08256603847554866,-0.08328338451503992,-0.3467498932042089,-0.9268426554446212,-0.17306604905695228,-0.48122312243710585,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,LightGBM,monthly_rolling,base,full,0.0
diagnostic_0bps,-0.29275999974921396,-0.29275999974921396,-2.644313090533906,-4.053770672485253,-1.0648093072476323,-0.27494124793664076,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,XGBoost,weekly_expanding,base,full,0.0
realistic,-0.29275999974921396,-0.29348364055422305,-2.645843153403603,-4.0536999948201595,-1.0650462450156921,-0.275559527980777,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,XGBoost,weekly_expanding,base,full,0.0
stress_15bps,-0.29275999974921396,-0.2941167249455252,-2.647083954737779,-4.053046091110045,-1.0652523281343564,-0.27610052301939614,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,XGBoost,weekly_expanding,base,full,0.0
stress_25bps,-0.29275999974921396,-0.2950209670713577,-2.648699837820452,-4.051172134257002,-1.065544742693275,-0.27687337307456616,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,XGBoost,weekly_expanding,base,full,0.0
diagnostic_0bps,-0.08256603847554866,-0.08256603847554866,-0.34364201395598526,-0.9258606509691661,-0.17157537663070174,-0.4812231224371054,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,XGBoost,monthly_expanding,base,full,0.0
realistic,-0.08256603847554866,-0.08279543662771482,-0.344639230412054,-0.9262269411951325,-0.17205207473906436,-0.48122312243710563,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,XGBoost,monthly_expanding,base,full,0.0
stress_15bps,-0.08256603847554866,-0.08299627773823315,-0.34550971656317864,-0.9265069787980919,-0.17246943022585223,-0.48122312243710574,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,XGBoost,monthly_expanding,base,full,0.0
stress_25bps,-0.08256603847554866,-0.08328338451503992,-0.3467498932042089,-0.9268426554446212,-0.17306604905695228,-0.48122312243710585,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,XGBoost,monthly_expanding,base,full,0.0
diagnostic_0bps,-0.29175385701275836,-0.29175385701275836,-1.1944037711036724,-2.043979668923488,-0.29500156078835216,-0.9889908929060757,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,XGBoost,quarterly_expanding,base,full,0.0
realistic,-0.29175385701275836,-0.2918035343383636,-1.194856456240124,-2.044487802425653,-0.29505179110489155,-0.9889908929060757,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,XGBoost,quarterly_expanding,base,full,0.0
stress_15bps,-0.29175385701275836,-0.2918470291707753,-1.1952517611168545,-2.0449324192400478,-0.2950957701068457,-0.9889908929060757,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,XGBoost,quarterly_expanding,base,full,0.0
stress_25bps,-0.29175385701275836,-0.2919092087036179,-1.1958151930355558,-2.0455675861177545,-0.2951586418009013,-0.9889908929060757,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,XGBoost,quarterly_expanding,base,full,0.0
diagnostic_0bps,-0.08256603847554866,-0.08256603847554866,-0.34364201395598526,-0.9258606509691661,-0.17157537663070174,-0.4812231224371054,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,XGBoost,monthly_rolling,base,full,0.0
realistic,-0.08256603847554866,-0.08279543662771482,-0.344639230412054,-0.9262269411951325,-0.17205207473906436,-0.48122312243710563,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,XGBoost,monthly_rolling,base,full,0.0
stress_15bps,-0.08256603847554866,-0.08299627773823315,-0.34550971656317864,-0.9265069787980919,-0.17246943022585223,-0.48122312243710574,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,XGBoost,monthly_rolling,base,full,0.0
stress_25bps,-0.08256603847554866,-0.08328338451503992,-0.3467498932042089,-0.9268426554446212,-0.17306604905695228,-0.48122312243710585,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,XGBoost,monthly_rolling,base,full,0.0
diagnostic_0bps,-0.29275999974921396,-0.29275999974921396,-2.644313090533906,-4.053770672485253,-1.0648093072476323,-0.27494124793664076,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,CatBoost,weekly_expanding,base,full,0.0
realistic,-0.29275999974921396,-0.29348364055422305,-2.645843153403603,-4.0536999948201595,-1.0650462450156921,-0.275559527980777,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,CatBoost,weekly_expanding,base,full,0.0
stress_15bps,-0.29275999974921396,-0.2941167249455252,-2.647083954737779,-4.053046091110045,-1.0652523281343564,-0.27610052301939614,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,CatBoost,weekly_expanding,base,full,0.0
stress_25bps,-0.29275999974921396,-0.2950209670713577,-2.648699837820452,-4.051172134257002,-1.065544742693275,-0.27687337307456616,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,CatBoost,weekly_expanding,base,full,0.0
diagnostic_0bps,-0.08256603847554866,-0.08256603847554866,-0.34364201395598526,-0.9258606509691661,-0.17157537663070174,-0.4812231224371054,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,CatBoost,monthly_expanding,base,full,0.0
realistic,-0.08256603847554866,-0.08279543662771482,-0.344639230412054,-0.9262269411951325,-0.17205207473906436,-0.48122312243710563,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,CatBoost,monthly_expanding,base,full,0.0
stress_15bps,-0.08256603847554866,-0.08299627773823315,-0.34550971656317864,-0.9265069787980919,-0.17246943022585223,-0.48122312243710574,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,CatBoost,monthly_expanding,base,full,0.0
stress_25bps,-0.08256603847554866,-0.08328338451503992,-0.3467498932042089,-0.9268426554446212,-0.17306604905695228,-0.48122312243710585,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,CatBoost,monthly_expanding,base,full,0.0
diagnostic_0bps,-0.29901677467729504,-0.29901677467729504,-1.2394977810651655,-2.041166376918385,-0.30200047706268474,-0.9901202063837455,13.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,CatBoost,quarterly_expanding,base,full,0.0
realistic,-0.29901677467729504,-0.29970883508358837,-1.2440695538526483,-2.047195009393452,-0.30267048373047944,-0.9902149406496857,13.0,0.010400000000000001,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,CatBoost,quarterly_expanding,base,full,0.0
stress_15bps,-0.29901677467729504,-0.30031471045310953,-1.2480515393383962,-2.0523927159578244,-0.3032571503119422,-0.9902972119344722,13.0,0.019500000000000003,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,CatBoost,quarterly_expanding,base,full,0.0
stress_25bps,-0.29901677467729504,-0.3011807701521988,-1.2537099090080932,-2.059691845541988,-0.30409591162576405,-0.9904137432891476,13.0,0.0325,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,CatBoost,quarterly_expanding,base,full,0.0
diagnostic_0bps,0.30958909579335403,0.30958909579335403,1.616955643298227,3.68722975129324,0.9350080492679943,-0.3311084819384468,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,CatBoost,monthly_rolling,base,full,199.9969482421875
realistic,0.30958909579335403,0.3086815704132062,1.6119799842058495,3.657161051781036,0.930622404826106,-0.3316936802858145,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,CatBoost,monthly_rolling,base,full,199.9969482421875
stress_15bps,0.30958909579335403,0.30788702811656155,1.6075954727576856,3.630971872650101,0.9267962632428602,-0.3322057288397612,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,CatBoost,monthly_rolling,base,full,199.9969482421875
stress_25bps,0.30958909579335403,0.3067512250817439,1.6012828242567294,3.5937624587811703,0.9213485318359896,-0.33293722677397075,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AAPL,stocks,CatBoost,monthly_rolling,base,full,199.9969482421875
diagnostic_0bps,0.37933163984013407,0.37933163984013407,1.9691047795650247,6.100199323027192,7.206480412989627,-0.05263757314269413,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,LightGBM,weekly_expanding,base,full,199.9969482421875
realistic,0.37933163984013407,0.3780511925747032,1.9639094190897632,6.082898658695351,7.1821546853965454,-0.052637573142694016,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,LightGBM,weekly_expanding,base,full,199.9969482421875
stress_15bps,0.37933163984013407,0.3769309638500886,1.9593200501321362,6.067760577404991,7.160872763420801,-0.05263757314269413,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,LightGBM,weekly_expanding,base,full,199.9969482421875
stress_25bps,0.37933163984013407,0.3753309005806389,1.9526939875206804,6.046134746990192,7.130475023291115,-0.052637573142694016,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,LightGBM,weekly_expanding,base,full,199.9969482421875
diagnostic_0bps,-0.957666204854443,-0.957666204854443,-5.294319003811069,-7.004686387862542,-0.9576787367456763,-0.9999869143056513,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,LightGBM,monthly_expanding,base,full,0.0
realistic,-0.957666204854443,-0.9576778176338956,-5.295041833854146,-7.006467510430928,-0.9576903376490301,-0.9999869268649351,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,LightGBM,monthly_expanding,base,full,0.0
stress_15bps,-0.957666204854443,-0.9576879853546238,-5.295671154178366,-7.008018157474896,-0.9577004949780183,-0.9999869378543083,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,LightGBM,monthly_expanding,base,full,0.0
stress_25bps,-0.957666204854443,-0.9577025212746142,-5.296565069776207,-7.010220657755567,-0.9577150160524168,-0.9999869535534128,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,LightGBM,monthly_expanding,base,full,0.0
diagnostic_0bps,-0.6947623441921567,-0.6947623441921567,-1.7596240438925395,-2.487899213706988,-0.6947646032606191,-0.9999967484404764,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,LightGBM,quarterly_expanding,base,full,0.0
realistic,-0.6947623441921567,-0.694789105429017,-1.7597406506756854,-2.48819065664906,-0.6947913625056411,-0.9999967514325221,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,LightGBM,quarterly_expanding,base,full,0.0
stress_15bps,-0.6947623441921567,-0.6948125398110316,-1.7598423825237928,-2.488444351725579,-0.6948147951447254,-0.9999967540505621,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,LightGBM,quarterly_expanding,base,full,0.0
stress_25bps,-0.6947623441921567,-0.6948460471820307,-1.7599872294405055,-2.488804638888542,-0.6948483000257072,-0.9999967577906194,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,LightGBM,quarterly_expanding,base,full,0.0
diagnostic_0bps,0.01486354543445434,0.01486354543445434,0.44856489299184943,1.2558418658395103,0.01499755951926604,-0.9910642738480521,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,LightGBM,monthly_rolling,base,full,143.0938720703125
realistic,0.01486354543445434,0.01403960528136694,0.4477507631416931,1.25320438866269,0.014165915321738822,-0.9910835242550089,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,LightGBM,monthly_rolling,base,full,143.0938720703125
stress_15bps,0.01486354543445434,0.013317987733783898,0.4470381775691993,1.2508827619173186,0.013437577221171653,-0.991100368361096,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,LightGBM,monthly_rolling,base,full,143.0938720703125
stress_25bps,0.01486354543445434,0.012286016825532542,0.446019842859589,1.2475439855713453,0.012396038717916122,-0.991124431369792,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,LightGBM,monthly_rolling,base,full,143.0938720703125
diagnostic_0bps,0.37933163984013407,0.37933163984013407,1.9691047795650247,6.100199323027192,7.206480412989627,-0.05263757314269413,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,XGBoost,weekly_expanding,base,full,199.9969482421875
realistic,0.37933163984013407,0.3780511925747032,1.9639094190897632,6.082898658695351,7.1821546853965454,-0.052637573142694016,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,XGBoost,weekly_expanding,base,full,199.9969482421875
stress_15bps,0.37933163984013407,0.3769309638500886,1.9593200501321362,6.067760577404991,7.160872763420801,-0.05263757314269413,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,XGBoost,weekly_expanding,base,full,199.9969482421875
stress_25bps,0.37933163984013407,0.3753309005806389,1.9526939875206804,6.046134746990192,7.130475023291115,-0.052637573142694016,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,XGBoost,weekly_expanding,base,full,199.9969482421875
diagnostic_0bps,-0.957666204854443,-0.957666204854443,-5.294319003811069,-7.004686387862542,-0.9576787367456763,-0.9999869143056513,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,XGBoost,monthly_expanding,base,full,0.0
realistic,-0.957666204854443,-0.9576778176338956,-5.295041833854146,-7.006467510430928,-0.9576903376490301,-0.9999869268649351,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,XGBoost,monthly_expanding,base,full,0.0
stress_15bps,-0.957666204854443,-0.9576879853546238,-5.295671154178366,-7.008018157474896,-0.9577004949780183,-0.9999869378543083,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,XGBoost,monthly_expanding,base,full,0.0
stress_25bps,-0.957666204854443,-0.9577025212746142,-5.296565069776207,-7.010220657755567,-0.9577150160524168,-0.9999869535534128,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,XGBoost,monthly_expanding,base,full,0.0
diagnostic_0bps,-0.6947623441921567,-0.6947623441921567,-1.7596240438925395,-2.487899213706988,-0.6947646032606191,-0.9999967484404764,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,XGBoost,quarterly_expanding,base,full,0.0
realistic,-0.6947623441921567,-0.694789105429017,-1.7597406506756854,-2.48819065664906,-0.6947913625056411,-0.9999967514325221,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,XGBoost,quarterly_expanding,base,full,0.0
stress_15bps,-0.6947623441921567,-0.6948125398110316,-1.7598423825237928,-2.488444351725579,-0.6948147951447254,-0.9999967540505621,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,XGBoost,quarterly_expanding,base,full,0.0
stress_25bps,-0.6947623441921567,-0.6948460471820307,-1.7599872294405055,-2.488804638888542,-0.6948483000257072,-0.9999967577906194,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,XGBoost,quarterly_expanding,base,full,0.0
diagnostic_0bps,0.01486354543445434,0.01486354543445434,0.44856489299184943,1.2558418658395103,0.01499755951926604,-0.9910642738480521,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,XGBoost,monthly_rolling,base,full,143.0938720703125
realistic,0.01486354543445434,0.01403960528136694,0.4477507631416931,1.25320438866269,0.014165915321738822,-0.9910835242550089,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,XGBoost,monthly_rolling,base,full,143.0938720703125
stress_15bps,0.01486354543445434,0.013317987733783898,0.4470381775691993,1.2508827619173186,0.013437577221171653,-0.991100368361096,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,XGBoost,monthly_rolling,base,full,143.0938720703125
stress_25bps,0.01486354543445434,0.012286016825532542,0.446019842859589,1.2475439855713453,0.012396038717916122,-0.991124431369792,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,XGBoost,monthly_rolling,base,full,143.0938720703125
diagnostic_0bps,0.37933163984013407,0.37933163984013407,1.9691047795650247,6.100199323027192,7.206480412989627,-0.05263757314269413,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,CatBoost,weekly_expanding,base,full,199.9969482421875
realistic,0.37933163984013407,0.3780511925747032,1.9639094190897632,6.082898658695351,7.1821546853965454,-0.052637573142694016,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,CatBoost,weekly_expanding,base,full,199.9969482421875
stress_15bps,0.37933163984013407,0.3769309638500886,1.9593200501321362,6.067760577404991,7.160872763420801,-0.05263757314269413,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,CatBoost,weekly_expanding,base,full,199.9969482421875
stress_25bps,0.37933163984013407,0.3753309005806389,1.9526939875206804,6.046134746990192,7.130475023291115,-0.052637573142694016,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,CatBoost,weekly_expanding,base,full,199.9969482421875
diagnostic_0bps,-0.7286354730722391,-0.7286354730722391,-0.9769139055852174,-2.4188363117041005,-0.733490175157479,-0.9933813672634434,9.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,CatBoost,monthly_expanding,base,full,0.0
realistic,-0.7286354730722391,-0.7292471581499989,-0.979456293708941,-2.423519956302743,-0.7340785320584642,-0.9934184508911909,9.0,0.007200000000000001,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,CatBoost,monthly_expanding,base,full,0.0
stress_15bps,-0.7286354730722391,-0.7297821491898164,-0.9816788352710567,-2.427577432603355,-0.7345931537108905,-0.9934507904181101,9.0,0.013500000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,CatBoost,monthly_expanding,base,full,0.0
stress_25bps,-0.7286354730722391,-0.730546044258154,-0.984850535558049,-2.4333077403313554,-0.7353280190327433,-0.9934968141416948,9.0,0.0225,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,CatBoost,monthly_expanding,base,full,0.0
diagnostic_0bps,0.48484057704136085,0.48484057704136085,0.9748881647971405,1.5647624757674568,0.4892120418778163,-0.9910642738480521,11.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,CatBoost,quarterly_expanding,base,full,199.9969482421875
realistic,0.48484057704136085,0.48355142980621757,0.9734107689146878,1.5610093425193086,0.4879017943212204,-0.9910835242550089,11.0,0.0088,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,CatBoost,quarterly_expanding,base,full,199.9969482421875
stress_15bps,0.48484057704136085,0.48242253218063813,0.972115342810981,1.5577198624552133,0.4867544676412359,-0.991100368361096,11.0,0.0165,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,CatBoost,quarterly_expanding,base,full,199.9969482421875
stress_25bps,0.48484057704136085,0.4808083693646612,0.9702603784995949,1.5530119363495622,0.48511403225138533,-0.991124431369792,11.0,0.0275,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,CatBoost,quarterly_expanding,base,full,199.9969482421875
diagnostic_0bps,-0.4154005524387273,-0.4154005524387273,-0.1105063041257581,-0.2530135822703892,-0.416522507983109,-0.9973063747507561,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,CatBoost,monthly_rolling,base,full,0.0
realistic,-0.4154005524387273,-0.41608560751420176,-0.11122956741310361,-0.25428328668389427,-0.4172055686526767,-0.997315565221021,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,CatBoost,monthly_rolling,base,full,0.0
stress_15bps,-0.4154005524387273,-0.41668603853823705,-0.11186203970159382,-0.2553893514452462,-0.417804246949233,-0.9973236068825029,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,CatBoost,monthly_rolling,base,full,0.0
stress_25bps,-0.4154005524387273,-0.4175454389894707,-0.1127649488588244,-0.2569614911669495,-0.4186611311435809,-0.997335094970334,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,UNH,stocks,CatBoost,monthly_rolling,base,full,0.0
diagnostic_0bps,0.4899152274086873,0.4899152274086873,6.756639711019176,0.0,0.0,0.0,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AMZN,stocks,LightGBM,weekly_expanding,base,full,199.9969482421875
realistic,0.4899152274086873,0.4885050756729006,6.701310083453132,0.0,0.0,0.0,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AMZN,stocks,LightGBM,weekly_expanding,base,full,199.9969482421875
stress_15bps,0.4899152274086873,0.4872713755161673,6.652479046948441,0.0,0.0,0.0,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AMZN,stocks,LightGBM,weekly_expanding,base,full,199.9969482421875
stress_25bps,0.4899152274086873,0.4855092425731258,6.5821245768555015,0.0,0.0,0.0,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AMZN,stocks,LightGBM,weekly_expanding,base,full,199.9969482421875
diagnostic_0bps,1.1235161558648503,1.1235161558648503,3.075514264343567,6.3630349202694685,3.540588432295489,-0.31732469823848886,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AMZN,stocks,LightGBM,monthly_expanding,base,full,199.9969482421875
realistic,1.1235161558648503,1.122963115848366,3.072673878655367,6.317686889754039,3.531921739689318,-0.317946771931347,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,AMZN,stocks,LightGBM,monthly_expanding,base,full,199.9969482421875
